Time,0.5 0.5
892.5,39.6907
893,39.6984
893.5,39.7061
894,39.7138
894.5,39.7215
895,39.7291
895.5,39.7368
896,39.7444
896.5,39.7521
897,39.7597
897.5,39.7674
898,39.775
898.5,39.7826
899,39.7902
899.5,39.7978
900,39.8054
900.5,39.813
901,39.8206
901.5,39.8282
902,39.8358
902.5,39.8434
903,39.8509
903.5,39.8585
904,39.8661
904.5,39.8736
905,39.8812
905.5,39.8887
906,39.8962
906.5,39.9037
907,39.9113
907.5,39.9188
908,39.9263
908.5,39.9338
909,39.9413
909.5,39.9488
910,39.9563
910.5,39.9637
911,39.9712
911.5,39.9787
912,39.9861
912.5,39.9936
913,40.001
913.5,40.0085
914,40.0159
914.5,40.0233
915,40.0308
915.5,40.0382
916,40.0456
916.5,40.053
917,40.0604
917.5,40.0678
918,40.0752
918.5,40.0826
919,40.0899
919.5,40.0973
920,40.1047
920.5,40.112
921,40.1194
921.5,40.1267
922,40.1341
922.5,40.1414
923,40.1487
923.5,40.1561
924,40.1634
924.5,40.1707
925,40.178
925.5,40.1853
926,40.1926
926.5,40.1999
927,40.2072
927.5,40.2144
928,40.2217
928.5,40.229
929,40.2362
929.5,40.2435
930,40.2507
930.5,40.258
931,40.2652
931.5,40.2724
932,40.2797
932.5,40.2869
933,40.2941
933.5,40.3013
934,40.3085
934.5,40.3157
935,40.3229
935.5,40.3301
936,40.3372
936.5,40.3444
937,40.3516
937.5,40.3587
938,40.3659
938.5,40.373
939,40.3802
939.5,40.3873
940,40.3945
940.5,40.4016
941,40.4087
941.5,40.4158
942,40.4229
942.5,40.43
943,40.4371
943.5,40.4442
944,40.4513
944.5,40.4584
945,40.4655
945.5,40.4725
946,40.4796
946.5,40.4867
947,40.4937
947.5,40.5008
948,40.5078
948.5,40.5148
949,40.5219
949.5,40.5289
950,40.5359
950.5,40.5429
951,40.5499
951.5,40.5569
952,40.5639
952.5,40.5709
953,40.5779
953.5,40.5849
954,40.5919
954.5,40.5988
955,40.6058
955.5,40.6128
956,40.6197
956.5,40.6267
957,40.6336
957.5,40.6405
958,40.6475
958.5,40.6544
959,40.6613
959.5,40.6682
960,40.6751
960.5,40.682
961,40.6889
961.5,40.6958
962,40.7027
962.5,40.7096
963,40.7165
963.5,40.7234
964,40.7302
964.5,40.7371
965,40.7439
965.5,40.7508
966,40.7576
966.5,40.7645
967,40.7713
967.5,40.7781
968,40.7849
968.5,40.7918
969,40.7986
969.5,40.8054
970,40.8122
970.5,40.819
971,40.8258
971.5,40.8325
972,40.8393
972.5,40.8461
973,40.8529
973.5,40.8596
974,40.8664
974.5,40.8731
975,40.8799
975.5,40.8866
976,40.8934
976.5,40.9001
977,40.9068
977.5,40.9135
978,40.9202
978.5,40.9269
979,40.9337
979.5,40.9404
980,40.947
980.5,40.9537
981,40.9604
981.5,40.9671
982,40.9738
982.5,40.9804
983,40.9871
983.5,40.9937
984,41.0004
984.5,41.007
985,41.0137
985.5,41.0203
986,41.0269
986.5,41.0336
987,41.0402
987.5,41.0468
988,41.0534
988.5,41.06
989,41.0666
989.5,41.0732
990,41.0798
990.5,41.0864
991,41.093
991.5,41.0995
992,41.1061
992.5,41.1127
993,41.1192
993.5,41.1258
994,41.1323
994.5,41.1389
995,41.1454
995.5,41.1519
996,41.1584
996.5,41.165
997,41.1715
997.5,41.178
998,41.1845
998.5,41.191
999,41.1975
999.5,41.204
1000,41.2105
1000.5,41.2169
1001,41.2234
1001.5,41.2299
1002,41.2364
1002.5,41.2428
1003,41.2493
1003.5,41.2557
1004,41.2622
1004.5,41.2686
1005,41.275
1005.5,41.2815
1006,41.2879
1006.5,41.2943
1007,41.3007
1007.5,41.3071
1008,41.3135
1008.5,41.3199
1009,41.3263
1009.5,41.3327
1010,41.3391
1010.5,41.3455
1011,41.3518
1011.5,41.3582
1012,41.3646
1012.5,41.3709
1013,41.3773
1013.5,41.3836
1014,41.39
1014.5,41.3963
1015,41.4026
1015.5,41.409
1016,41.4153
1016.5,41.4216
1017,41.4279
1017.5,41.4342
1018,41.4405
1018.5,41.4468
1019,41.4531
1019.5,41.4594
1020,41.4657
1020.5,41.472
1021,41.4783
1021.5,41.4845
1022,41.4908
1022.5,41.497
1023,41.5033
1023.5,41.5095
1024,41.5158
1024.5,41.522
1025,41.5283
1025.5,41.5345
1026,41.5407
1026.5,41.5469
1027,41.5532
1027.5,41.5594
1028,41.5656
1028.5,41.5718
1029,41.578
1029.5,41.5842
1030,41.5903
1030.5,41.5965
1031,41.6027
1031.5,41.6089
1032,41.615
1032.5,41.6212
1033,41.6274
1033.5,41.6335
1034,41.6397
1034.5,41.6458
1035,41.6519
1035.5,41.6581
1036,41.6642
1036.5,41.6703
1037,41.6764
1037.5,41.6825
1038,41.6887
1038.5,41.6948
1039,41.7009
1039.5,41.707
1040,41.713
1040.5,41.7191
1041,41.7252
1041.5,41.7313
1042,41.7374
1042.5,41.7434
1043,41.7495
1043.5,41.7555
1044,41.7616
1044.5,41.7676
1045,41.7737
1045.5,41.7797
1046,41.7857
1046.5,41.7918
1047,41.7978
1047.5,41.8038
1048,41.8098
1048.5,41.8158
1049,41.8218
1049.5,41.8278
1050,41.8338
1050.5,41.8398
1051,41.8458
1051.5,41.8518
1052,41.8578
1052.5,41.8637
1053,41.8697
1053.5,41.8757
1054,41.8816
1054.5,41.8876
1055,41.8935
1055.5,41.8995
1056,41.9054
1056.5,41.9113
1057,41.9173
1057.5,41.9232
1058,41.9291
1058.5,41.935
1059,41.9409
1059.5,41.9469
1060,41.9528
1060.5,41.9587
1061,41.9645
1061.5,41.9704
1062,41.9763
1062.5,41.9822
1063,41.9881
1063.5,41.9939
1064,41.9998
1064.5,42.0057
1065,42.0115
1065.5,42.0174
1066,42.0232
1066.5,42.0291
1067,42.0349
1067.5,42.0407
1068,42.0466
1068.5,42.0524
1069,42.0582
1069.5,42.064
1070,42.0698
1070.5,42.0756
1071,42.0814
1071.5,42.0872
1072,42.093
1072.5,42.0988
1073,42.1046
1073.5,42.1104
1074,42.1162
1074.5,42.1219
1075,42.1277
1075.5,42.1335
1076,42.1392
1076.5,42.145
1077,42.1507
1077.5,42.1565
1078,42.1622
1078.5,42.1679
1079,42.1737
1079.5,42.1794
1080,42.1851
1080.5,42.1908
1081,42.1965
1081.5,42.2022
1082,42.2079
1082.5,42.2136
1083,42.2193
1083.5,42.225
1084,42.2307
1084.5,42.2364
1085,42.2421
1085.5,42.2477
1086,42.2534
1086.5,42.2591
1087,42.2647
1087.5,42.2704
1088,42.276
1088.5,42.2817
1089,42.2873
1089.5,42.293
1090,42.2986
1090.5,42.3042
1091,42.3099
1091.5,42.3155
1092,42.3211
1092.5,42.3267
1093,42.3323
1093.5,42.3379
1094,42.3435
1094.5,42.3491
1095,42.3547
1095.5,42.3603
1096,42.3659
1096.5,42.3714
1097,42.377
1097.5,42.3826
1098,42.3881
1098.5,42.3937
1099,42.3993
1099.5,42.4048
1100,42.4103
1100.5,42.4159
1101,42.4214
1101.5,42.427
1102,42.4325
1102.5,42.438
1103,42.4435
1103.5,42.4491
1104,42.4546
1104.5,42.4601
1105,42.4656
1105.5,42.4711
1106,42.4766
1106.5,42.4821
1107,42.4875
1107.5,42.493
1108,42.4985
1108.5,42.504
1109,42.5095
1109.5,42.5149
1110,42.5204
1110.5,42.5258
1111,42.5313
1111.5,42.5367
1112,42.5422
1112.5,42.5476
1113,42.5531
1113.5,42.5585
1114,42.5639
1114.5,42.5693
1115,42.5748
1115.5,42.5802
1116,42.5856
1116.5,42.591
1117,42.5964
1117.5,42.6018
1118,42.6072
1118.5,42.6126
1119,42.618
1119.5,42.6233
1120,42.6287
1120.5,42.6341
1121,42.6395
1121.5,42.6448
1122,42.6502
1122.5,42.6555
1123,42.6609
1123.5,42.6662
1124,42.6716
1124.5,42.6769
1125,42.6823
1125.5,42.6876
1126,42.6929
1126.5,42.6983
1127,42.7036
1127.5,42.7089
1128,42.7142
1128.5,42.7195
1129,42.7248
1129.5,42.7301
1130,42.7354
1130.5,42.7407
1131,42.746
1131.5,42.7513
1132,42.7565
1132.5,42.7618
1133,42.7671
1133.5,42.7724
1134,42.7776
1134.5,42.7829
1135,42.7881
1135.5,42.7934
1136,42.7986
1136.5,42.8039
1137,42.8091
1137.5,42.8143
1138,42.8196
1138.5,42.8248
1139,42.83
1139.5,42.8352
1140,42.8405
1140.5,42.8457
1141,42.8509
1141.5,42.8561
1142,42.8613
1142.5,42.8665
1143,42.8717
1143.5,42.8768
1144,42.882
1144.5,42.8872
1145,42.8924
1145.5,42.8976
1146,42.9027
1146.5,42.9079
1147,42.913
1147.5,42.9182
1148,42.9233
1148.5,42.9285
1149,42.9336
1149.5,42.9388
1150,42.9439
1150.5,42.949
1151,42.9542
1151.5,42.9593
1152,42.9644
1152.5,42.9695
1153,42.9746
1153.5,42.9797
1154,42.9848
1154.5,42.9899
1155,42.995
1155.5,43.0001
1156,43.0052
1156.5,43.0103
1157,43.0154
1157.5,43.0205
1158,43.0255
1158.5,43.0306
1159,43.0357
1159.5,43.0407
1160,43.0458
1160.5,43.0508
1161,43.0559
1161.5,43.0609
1162,43.066
1162.5,43.071
1163,43.076
1163.5,43.0811
1164,43.0861
1164.5,43.0911
1165,43.0961
1165.5,43.1012
1166,43.1062
1166.5,43.1112
1167,43.1162
1167.5,43.1212
1168,43.1262
1168.5,43.1312
1169,43.1361
1169.5,43.1411
1170,43.1461
1170.5,43.1511
1171,43.1561
1171.5,43.161
1172,43.166
1172.5,43.171
1173,43.1759
1173.5,43.1809
1174,43.1858
1174.5,43.1908
1175,43.1957
1175.5,43.2006
1176,43.2056
1176.5,43.2105
1177,43.2154
1177.5,43.2204
1178,43.2253
1178.5,43.2302
1179,43.2351
1179.5,43.24
1180,43.2449
1180.5,43.2498
1181,43.2547
1181.5,43.2596
1182,43.2645
1182.5,43.2694
1183,43.2743
1183.5,43.2791
1184,43.284
1184.5,43.2889
1185,43.2937
1185.5,43.2986
1186,43.3035
1186.5,43.3083
1187,43.3132
1187.5,43.318
1188,43.3229
1188.5,43.3277
1189,43.3326
1189.5,43.3374
1190,43.3422
1190.5,43.347
1191,43.3519
1191.5,43.3567
1192,43.3615
1192.5,43.3663
1193,43.3711
1193.5,43.3759
1194,43.3807
1194.5,43.3855
1195,43.3903
1195.5,43.3951
1196,43.3999
1196.5,43.4047
1197,43.4095
1197.5,43.4142
1198,43.419
1198.5,43.4238
1199,43.4285
1199.5,43.4333
1200,43.438
1200.5,43.4428
1201,43.4476
1201.5,43.4523
1202,43.457
1202.5,43.4618
1203,43.4665
1203.5,43.4712
1204,43.476
1204.5,43.4807
1205,43.4854
1205.5,43.4901
1206,43.4949
1206.5,43.4996
1207,43.5043
1207.5,43.509
1208,43.5137
1208.5,43.5184
1209,43.5231
1209.5,43.5277
1210,43.5324
1210.5,43.5371
1211,43.5418
1211.5,43.5465
1212,43.5511
1212.5,43.5558
1213,43.5605
1213.5,43.5651
1214,43.5698
1214.5,43.5744
1215,43.5791
1215.5,43.5837
1216,43.5884
1216.5,43.593
1217,43.5977
1217.5,43.6023
1218,43.6069
1218.5,43.6115
1219,43.6162
1219.5,43.6208
1220,43.6254
1220.5,43.63
1221,43.6346
1221.5,43.6392
1222,43.6438
1222.5,43.6484
1223,43.653
1223.5,43.6576
1224,43.6622
1224.5,43.6668
1225,43.6713
1225.5,43.6759
1226,43.6805
1226.5,43.6851
1227,43.6896
1227.5,43.6942
1228,43.6988
1228.5,43.7033
1229,43.7079
1229.5,43.7124
1230,43.717
1230.5,43.7215
1231,43.726
1231.5,43.7306
1232,43.7351
1232.5,43.7396
1233,43.7442
1233.5,43.7487
1234,43.7532
1234.5,43.7577
1235,43.7622
1235.5,43.7667
1236,43.7712
1236.5,43.7757
1237,43.7802
1237.5,43.7847
1238,43.7892
1238.5,43.7937
1239,43.7982
1239.5,43.8027
1240,43.8071
1240.5,43.8116
1241,43.8161
1241.5,43.8206
1242,43.825
1242.5,43.8295
1243,43.8339
1243.5,43.8384
1244,43.8428
1244.5,43.8473
1245,43.8517
1245.5,43.8562
1246,43.8606
1246.5,43.865
1247,43.8695
1247.5,43.8739
1248,43.8783
1248.5,43.8827
1249,43.8872
1249.5,43.8916
1250,43.896
1250.5,43.9004
1251,43.9048
1251.5,43.9092
1252,43.9136
1252.5,43.918
1253,43.9224
1253.5,43.9267
1254,43.9311
1254.5,43.9355
1255,43.9399
1255.5,43.9443
1256,43.9486
1256.5,43.953
1257,43.9574
1257.5,43.9617
1258,43.9661
1258.5,43.9704
1259,43.9748
1259.5,43.9791
1260,43.9835
1260.5,43.9878
1261,43.9922
1261.5,43.9965
1262,44.0008
1262.5,44.0051
1263,44.0095
1263.5,44.0138
1264,44.0181
1264.5,44.0224
1265,44.0267
1265.5,44.031
1266,44.0353
1266.5,44.0396
1267,44.0439
1267.5,44.0482
1268,44.0525
1268.5,44.0568
1269,44.0611
1269.5,44.0654
1270,44.0697
1270.5,44.0739
1271,44.0782
1271.5,44.0825
1272,44.0867
1272.5,44.091
1273,44.0953
1273.5,44.0995
1274,44.1038
1274.5,44.108
1275,44.1123
1275.5,44.1165
1276,44.1208
1276.5,44.125
1277,44.1292
1277.5,44.1335
1278,44.1377
1278.5,44.1419
1279,44.1461
1279.5,44.1503
1280,44.1546
1280.5,44.1588
1281,44.163
1281.5,44.1672
1282,44.1714
1282.5,44.1756
1283,44.1798
1283.5,44.184
1284,44.1882
1284.5,44.1924
1285,44.1965
1285.5,44.2007
1286,44.2049
1286.5,44.2091
1287,44.2132
1287.5,44.2174
1288,44.2216
1288.5,44.2257
1289,44.2299
1289.5,44.234
1290,44.2382
1290.5,44.2423
1291,44.2465
1291.5,44.2506
1292,44.2548
1292.5,44.2589
1293,44.263
1293.5,44.2672
1294,44.2713
1294.5,44.2754
1295,44.2795
1295.5,44.2837
1296,44.2878
1296.5,44.2919
1297,44.296
1297.5,44.3001
1298,44.3042
1298.5,44.3083
1299,44.3124
1299.5,44.3165
1300,44.3206
1300.5,44.3247
1301,44.3288
1301.5,44.3328
1302,44.3369
1302.5,44.341
1303,44.3451
1303.5,44.3491
1304,44.3532
1304.5,44.3573
1305,44.3613
1305.5,44.3654
1306,44.3694
1306.5,44.3735
1307,44.3775
1307.5,44.3816
1308,44.3856
1308.5,44.3896
1309,44.3937
1309.5,44.3977
1310,44.4017
1310.5,44.4058
1311,44.4098
1311.5,44.4138
1312,44.4178
1312.5,44.4218
1313,44.4259
1313.5,44.4299
1314,44.4339
1314.5,44.4379
1315,44.4419
1315.5,44.4459
1316,44.4499
1316.5,44.4539
1317,44.4578
1317.5,44.4618
1318,44.4658
1318.5,44.4698
1319,44.4738
1319.5,44.4777
1320,44.4817
1320.5,44.4857
1321,44.4896
1321.5,44.4936
1322,44.4975
1322.5,44.5015
1323,44.5055
1323.5,44.5094
1324,44.5133
1324.5,44.5173
1325,44.5212
1325.5,44.5252
1326,44.5291
1326.5,44.533
1327,44.537
1327.5,44.5409
1328,44.5448
1328.5,44.5487
1329,44.5526
1329.5,44.5566
1330,44.5605
1330.5,44.5644
1331,44.5683
1331.5,44.5722
1332,44.5761
1332.5,44.58
1333,44.5839
1333.5,44.5878
1334,44.5916
1334.5,44.5955
1335,44.5994
1335.5,44.6033
1336,44.6072
1336.5,44.611
1337,44.6149
1337.5,44.6188
1338,44.6226
1338.5,44.6265
1339,44.6304
1339.5,44.6342
1340,44.6381
1340.5,44.6419
1341,44.6458
1341.5,44.6496
1342,44.6534
1342.5,44.6573
1343,44.6611
1343.5,44.665
1344,44.6688
1344.5,44.6726
1345,44.6764
1345.5,44.6803
1346,44.6841
1346.5,44.6879
1347,44.6917
1347.5,44.6955
1348,44.6993
1348.5,44.7031
1349,44.7069
1349.5,44.7107
1350,44.7145
1350.5,44.7183
1351,44.7221
1351.5,44.7259
1352,44.7297
1352.5,44.7335
1353,44.7372
1353.5,44.741
1354,44.7448
1354.5,44.7486
1355,44.7523
1355.5,44.7561
1356,44.7598
1356.5,44.7636
1357,44.7674
1357.5,44.7711
1358,44.7749
1358.5,44.7786
1359,44.7824
1359.5,44.7861
1360,44.7898
1360.5,44.7936
1361,44.7973
1361.5,44.801
1362,44.8048
1362.5,44.8085
1363,44.8122
1363.5,44.8159
1364,44.8197
1364.5,44.8234
1365,44.8271
1365.5,44.8308
1366,44.8345
1366.5,44.8382
1367,44.8419
1367.5,44.8456
1368,44.8493
1368.5,44.853
1369,44.8567
1369.5,44.8604
1370,44.864
1370.5,44.8677
1371,44.8714
1371.5,44.8751
1372,44.8788
1372.5,44.8824
1373,44.8861
1373.5,44.8898
1374,44.8934
1374.5,44.8971
1375,44.9007
1375.5,44.9044
1376,44.908
1376.5,44.9117
1377,44.9153
1377.5,44.919
1378,44.9226
1378.5,44.9263
1379,44.9299
1379.5,44.9335
1380,44.9372
1380.5,44.9408
1381,44.9444
1381.5,44.948
1382,44.9517
1382.5,44.9553
1383,44.9589
1383.5,44.9625
1384,44.9661
1384.5,44.9697
1385,44.9733
1385.5,44.9769
1386,44.9805
1386.5,44.9841
1387,44.9877
1387.5,44.9913
1388,44.9949
1388.5,44.9985
1389,45.002
1389.5,45.0056
1390,45.0092
1390.5,45.0128
1391,45.0163
1391.5,45.0199
1392,45.0235
1392.5,45.027
1393,45.0306
1393.5,45.0342
1394,45.0377
1394.5,45.0413
1395,45.0448
1395.5,45.0484
1396,45.0519
1396.5,45.0554
1397,45.059
1397.5,45.0625
1398,45.0661
1398.5,45.0696
1399,45.0731
1399.5,45.0766
1400,45.0802
1400.5,45.0837
1401,45.0872
1401.5,45.0907
1402,45.0942
1402.5,45.0978
1403,45.1013
1403.5,45.1048
1404,45.1083
1404.5,45.1118
1405,45.1153
1405.5,45.1188
1406,45.1223
1406.5,45.1257
1407,45.1292
1407.5,45.1327
1408,45.1362
1408.5,45.1397
1409,45.1432
1409.5,45.1466
1410,45.1501
1410.5,45.1536
1411,45.157
1411.5,45.1605
1412,45.164
1412.5,45.1674
1413,45.1709
1413.5,45.1743
1414,45.1778
1414.5,45.1812
1415,45.1847
1415.5,45.1881
1416,45.1916
1416.5,45.195
1417,45.1984
1417.5,45.2019
1418,45.2053
1418.5,45.2087
1419,45.2122
1419.5,45.2156
1420,45.219
1420.5,45.2224
1421,45.2258
1421.5,45.2293
1422,45.2327
1422.5,45.2361
1423,45.2395
1423.5,45.2429
1424,45.2463
1424.5,45.2497
1425,45.2531
1425.5,45.2565
1426,45.2599
1426.5,45.2633
1427,45.2666
1427.5,45.27
1428,45.2734
1428.5,45.2768
1429,45.2802
1429.5,45.2835
1430,45.2869
1430.5,45.2903
1431,45.2936
1431.5,45.297
1432,45.3004
1432.5,45.3037
1433,45.3071
1433.5,45.3104
1434,45.3138
1434.5,45.3171
1435,45.3205
1435.5,45.3238
1436,45.3272
1436.5,45.3305
1437,45.3338
1437.5,45.3372
1438,45.3405
1438.5,45.3438
1439,45.3472
1439.5,45.3505
1440,45.3538
1440.5,45.3571
1441,45.3604
1441.5,45.3638
1442,45.3671
1442.5,45.3704
1443,45.3737
1443.5,45.377
1444,45.3803
1444.5,45.3836
1445,45.3869
1445.5,45.3902
1446,45.3935
1446.5,45.3968
1447,45.4
1447.5,45.4033
1448,45.4066
1448.5,45.4099
1449,45.4132
1449.5,45.4165
1450,45.4197
1450.5,45.423
1451,45.4263
1451.5,45.4295
1452,45.4328
1452.5,45.4361
1453,45.4393
1453.5,45.4426
1454,45.4458
1454.5,45.4491
1455,45.4523
1455.5,45.4556
1456,45.4588
1456.5,45.4621
1457,45.4653
1457.5,45.4685
1458,45.4718
1458.5,45.475
1459,45.4782
1459.5,45.4815
1460,45.4847
1460.5,45.4879
1461,45.4911
1461.5,45.4943
1462,45.4976
1462.5,45.5008
1463,45.504
1463.5,45.5072
1464,45.5104
1464.5,45.5136
1465,45.5168
1465.5,45.52
1466,45.5232
1466.5,45.5264
1467,45.5296
1467.5,45.5328
1468,45.536
1468.5,45.5391
1469,45.5423
1469.5,45.5455
1470,45.5487
1470.5,45.5519
1471,45.555
1471.5,45.5582
1472,45.5614
1472.5,45.5645
1473,45.5677
1473.5,45.5709
1474,45.574
1474.5,45.5772
1475,45.5803
1475.5,45.5835
1476,45.5866
1476.5,45.5898
1477,45.5929
1477.5,45.5961
1478,45.5992
1478.5,45.6024
1479,45.6055
1479.5,45.6086
1480,45.6118
1480.5,45.6149
1481,45.618
1481.5,45.6211
1482,45.6243
1482.5,45.6274
1483,45.6305
1483.5,45.6336
1484,45.6367
1484.5,45.6398
1485,45.643
1485.5,45.6461
1486,45.6492
1486.5,45.6523
1487,45.6554
1487.5,45.6585
1488,45.6616
1488.5,45.6647
1489,45.6677
1489.5,45.6708
1490,45.6739
1490.5,45.677
1491,45.6801
1491.5,45.6832
1492,45.6862
1492.5,45.6893
1493,45.6924
1493.5,45.6955
1494,45.6985
1494.5,45.7016
1495,45.7047
1495.5,45.7077
1496,45.7108
1496.5,45.7138
1497,45.7169
1497.5,45.7199
1498,45.723
1498.5,45.726
1499,45.7291
1499.5,45.7321
1500,45.7352
1500.5,45.7382
1501,45.7412
1501.5,45.7443
1502,45.7473
1502.5,45.7503
1503,45.7534
1503.5,45.7564
1504,45.7594
1504.5,45.7624
1505,45.7655
1505.5,45.7685
1506,45.7715
1506.5,45.7745
1507,45.7775
1507.5,45.7805
1508,45.7835
1508.5,45.7865
1509,45.7895
1509.5,45.7925
1510,45.7955
1510.5,45.7985
1511,45.8015
1511.5,45.8045
1512,45.8075
1512.5,45.8105
1513,45.8135
1513.5,45.8164
1514,45.8194
1514.5,45.8224
1515,45.8254
1515.5,45.8284
1516,45.8313
1516.5,45.8343
1517,45.8373
1517.5,45.8402
1518,45.8432
1518.5,45.8461
1519,45.8491
1519.5,45.8521
1520,45.855
1520.5,45.858
1521,45.8609
1521.5,45.8639
1522,45.8668
1522.5,45.8697
1523,45.8727
1523.5,45.8756
1524,45.8786
1524.5,45.8815
1525,45.8844
1525.5,45.8874
1526,45.8903
1526.5,45.8932
1527,45.8961
1527.5,45.8991
1528,45.902
1528.5,45.9049
1529,45.9078
1529.5,45.9107
1530,45.9136
1530.5,45.9165
1531,45.9194
1531.5,45.9223
1532,45.9253
1532.5,45.9282
1533,45.931
1533.5,45.9339
1534,45.9368
1534.5,45.9397
1535,45.9426
1535.5,45.9455
1536,45.9484
1536.5,45.9513
1537,45.9542
1537.5,45.957
1538,45.9599
1538.5,45.9628
1539,45.9657
1539.5,45.9685
1540,45.9714
1540.5,45.9743
1541,45.9771
1541.5,45.98
1542,45.9828
1542.5,45.9857
1543,45.9886
1543.5,45.9914
1544,45.9943
1544.5,45.9971
1545,46
1545.5,46.0028
1546,46.0057
1546.5,46.0085
1547,46.0113
1547.5,46.0142
1548,46.017
1548.5,46.0198
1549,46.0227
1549.5,46.0255
1550,46.0283
1550.5,46.0312
1551,46.034
1551.5,46.0368
1552,46.0396
1552.5,46.0424
1553,46.0452
1553.5,46.0481
1554,46.0509
1554.5,46.0537
1555,46.0565
1555.5,46.0593
1556,46.0621
1556.5,46.0649
1557,46.0677
1557.5,46.0705
1558,46.0733
1558.5,46.0761
1559,46.0789
1559.5,46.0816
1560,46.0844
1560.5,46.0872
1561,46.09
1561.5,46.0928
1562,46.0956
1562.5,46.0983
1563,46.1011
1563.5,46.1039
1564,46.1066
1564.5,46.1094
1565,46.1122
1565.5,46.1149
1566,46.1177
1566.5,46.1205
1567,46.1232
1567.5,46.126
1568,46.1287
1568.5,46.1315
1569,46.1342
1569.5,46.137
1570,46.1397
1570.5,46.1425
1571,46.1452
1571.5,46.148
1572,46.1507
1572.5,46.1534
1573,46.1562
1573.5,46.1589
1574,46.1616
1574.5,46.1643
1575,46.1671
1575.5,46.1698
1576,46.1725
1576.5,46.1752
1577,46.178
1577.5,46.1807
1578,46.1834
1578.5,46.1861
1579,46.1888
1579.5,46.1915
1580,46.1942
1580.5,46.1969
1581,46.1996
1581.5,46.2023
1582,46.205
1582.5,46.2077
1583,46.2104
1583.5,46.2131
1584,46.2158
1584.5,46.2185
1585,46.2212
1585.5,46.2239
1586,46.2265
1586.5,46.2292
1587,46.2319
1587.5,46.2346
1588,46.2373
1588.5,46.2399
1589,46.2426
1589.5,46.2453
1590,46.2479
1590.5,46.2506
1591,46.2533
1591.5,46.2559
1592,46.2586
1592.5,46.2612
1593,46.2639
1593.5,46.2665
1594,46.2692
1594.5,46.2718
1595,46.2745
1595.5,46.2771
1596,46.2798
1596.5,46.2824
1597,46.2851
1597.5,46.2877
1598,46.2903
1598.5,46.293
1599,46.2956
1599.5,46.2982
1600,46.3009
1600.5,46.3035
1601,46.3061
1601.5,46.3087
1602,46.3114
1602.5,46.314
1603,46.3166
1603.5,46.3192
1604,46.3218
1604.5,46.3244
1605,46.327
1605.5,46.3297
1606,46.3323
1606.5,46.3349
1607,46.3375
1607.5,46.3401
1608,46.3427
1608.5,46.3453
1609,46.3479
1609.5,46.3504
1610,46.353
1610.5,46.3556
1611,46.3582
1611.5,46.3608
1612,46.3634
1612.5,46.366
1613,46.3685
1613.5,46.3711
1614,46.3737
1614.5,46.3763
1615,46.3788
1615.5,46.3814
1616,46.384
1616.5,46.3865
1617,46.3891
1617.5,46.3917
1618,46.3942
1618.5,46.3968
1619,46.3993
1619.5,46.4019
1620,46.4045
1620.5,46.407
1621,46.4096
1621.5,46.4121
1622,46.4146
1622.5,46.4172
1623,46.4197
1623.5,46.4223
1624,46.4248
1624.5,46.4273
1625,46.4299
1625.5,46.4324
1626,46.4349
1626.5,46.4375
1627,46.44
1627.5,46.4425
1628,46.4451
1628.5,46.4476
1629,46.4501
1629.5,46.4526
1630,46.4551
1630.5,46.4576
1631,46.4602
1631.5,46.4627
1632,46.4652
1632.5,46.4677
1633,46.4702
1633.5,46.4727
1634,46.4752
1634.5,46.4777
1635,46.4802
1635.5,46.4827
1636,46.4852
1636.5,46.4877
1637,46.4902
1637.5,46.4927
1638,46.4951
1638.5,46.4976
1639,46.5001
1639.5,46.5026
1640,46.5051
1640.5,46.5076
1641,46.51
1641.5,46.5125
1642,46.515
1642.5,46.5174
1643,46.5199
1643.5,46.5224
1644,46.5249
1644.5,46.5273
1645,46.5298
1645.5,46.5322
1646,46.5347
1646.5,46.5372
1647,46.5396
1647.5,46.5421
1648,46.5445
1648.5,46.547
1649,46.5494
1649.5,46.5519
1650,46.5543
1650.5,46.5567
1651,46.5592
1651.5,46.5616
1652,46.5641
1652.5,46.5665
1653,46.5689
1653.5,46.5714
1654,46.5738
1654.5,46.5762
1655,46.5787
1655.5,46.5811
1656,46.5835
1656.5,46.5859
1657,46.5883
1657.5,46.5908
1658,46.5932
1658.5,46.5956
1659,46.598
1659.5,46.6004
1660,46.6028
1660.5,46.6052
1661,46.6076
1661.5,46.61
1662,46.6124
1662.5,46.6148
1663,46.6172
1663.5,46.6196
1664,46.622
1664.5,46.6244
1665,46.6268
1665.5,46.6292
1666,46.6316
1666.5,46.634
1667,46.6364
1667.5,46.6388
1668,46.6411
1668.5,46.6435
1669,46.6459
1669.5,46.6483
1670,46.6507
1670.5,46.653
1671,46.6554
1671.5,46.6578
1672,46.6601
1672.5,46.6625
1673,46.6649
1673.5,46.6672
1674,46.6696
1674.5,46.672
1675,46.6743
1675.5,46.6767
1676,46.679
1676.5,46.6814
1677,46.6837
1677.5,46.6861
1678,46.6884
1678.5,46.6908
1679,46.6931
1679.5,46.6955
1680,46.6978
1680.5,46.7001
1681,46.7025
1681.5,46.7048
1682,46.7071
1682.5,46.7095
1683,46.7118
1683.5,46.7141
1684,46.7165
1684.5,46.7188
1685,46.7211
1685.5,46.7234
1686,46.7258
1686.5,46.7281
1687,46.7304
1687.5,46.7327
1688,46.735
1688.5,46.7373
1689,46.7396
1689.5,46.7419
